Episode,Reward
0,-327.10311632846015
1,-148.74453674974808
2,-79.67353672771819
3,-456.75770563508866
4,-111.66699609844855
5,-256.6521893769004
6,-283.6517276372558
7,-186.4747917301558
8,-168.11483045947477
9,-94.85300175738976
10,-242.9158220149069
11,-336.71870960359513
12,-103.87100515382382
13,-156.98236834879427
14,-116.8652762234373
15,-136.83759875188446
16,-55.11396647256165
17,-244.55647279806576
18,-155.36394548341542
19,-227.23229308243185
20,-264.84099200101844
21,-315.92278683953384
22,-220.58744594329838
23,-141.97563910796214
24,-169.49518902319227
25,-116.84907369580351
26,-51.599079893264225
27,-152.88785486720175
28,-121.73708541161653
29,-429.74031895003907
30,-255.50618584527064
31,-143.22188700922612
32,-179.12765275205754
33,-207.40222152551016
34,-419.13620605456344
35,-146.2449957290683
36,-216.6771656731276
37,-182.14824778658414
38,-58.10855687343039
39,-251.6442743743811
40,-322.4973155555246
41,-190.49358030081447
42,-98.54497120040503
43,-32.09570610798559
44,-147.78682822998397
45,-258.21444205245973
46,-443.76644295532736
47,-215.49553361974654
48,-191.11210871261096
49,-217.3687173033906
50,-86.95019225294257
51,-95.5537867894013
52,-56.96445821459352
53,-56.80756962600212
54,-211.1066402012729
55,-103.79200807455197
56,-246.47404559424334
57,-99.69223701081891
58,-197.0158942752019
59,-174.55245993718654
60,-238.6511772525413
61,-210.68354528817372
62,-77.84866632699327
63,-204.03740303849528
64,-122.46831902854953
65,-74.21670538916865
66,-121.39707647131067
67,-100.45693892089133
68,-166.19784728790523
69,-235.00008443851652
70,-172.38591382325822
71,-37.741969562193134
72,-136.02296931328306
73,-135.45677863169868
74,-88.74859228395393
75,-148.42221089597177
76,-52.362113636753236
77,-134.27209339659458
78,-225.36830437720383
79,-88.69089943540905
80,24.111685080021275
81,-92.8787004859334
82,-136.13913403651833
83,-73.95407594864986
84,-114.50521337738358
85,-115.20928389920219
86,-40.883586091956545
87,-105.77202248642142
88,-37.227040641846855
89,-121.44399264829016
90,-142.41946700841135
91,-25.930900077397226
92,-73.2223277360565
93,22.84360258063974
94,-171.13103395515034
95,-51.19980340977789
96,-75.3486354293278
97,-133.986353408355
98,-99.08084296968745
99,-129.44743397358394
100,-80.06452455276462
101,-163.03344175309974
102,-66.14114469194648
103,-41.28979248467485
104,-279.4862827720893
105,-12.642969720110358
106,-96.36396294853598
107,-115.17500146629291
108,-23.48461326368171
109,-31.687935972972454
110,-112.30003956900822
111,-69.07814747512015
112,-93.3884993696304
113,-62.67095152489375
114,-132.3379231220269
115,-272.6862365997431
116,-58.1865776268031
117,-71.06887047836429
118,-116.2110506721949
119,-56.4136995025742
120,-131.46744932873605
121,-93.65950284084408
122,-78.81038675857947
123,-109.65135279501398
124,-83.27141959907132
125,-114.48919534251857
126,-78.05069435403072
127,-28.664976757353372
128,66.07666178614971
129,-88.17833657031073
130,-101.44648068547741
131,-94.51830430983823
132,-43.83835766531142
133,-76.97997638755405
134,-174.61418856062306
135,-71.52388908601381
136,-70.71066009122629
137,9.707115243850353
138,-47.44356194318712
139,-57.46887191241322
140,-47.88143842468008
141,-95.38987854172171
142,-78.57551972461883
143,-28.659334836182097
144,-86.59484980045832
145,-74.52190474261614
146,-184.1521606711758
147,-52.91013560822384
148,-28.00478896059819
149,-55.93738876793657
150,-123.72814044839522
151,-142.8595940539265
152,-58.51701965647144
153,-72.26775895840284
154,-59.87521979678651
155,-106.37223247606278
156,25.300175240406027
157,-29.52968104938367
158,-27.695577038659152
159,-78.36348284351814
160,-84.27248293247233
161,-27.168749351232336
162,-53.26236079331257
163,-102.0318832363674
164,-86.81805399757818
165,-43.21481124880996
166,-67.11480785047071
167,-66.18231119789874
168,-77.87501354501862
169,-78.0432832818866
170,-91.43299355537566
171,-67.56424475096026
172,-29.384184566293314
173,-61.73732097940231
174,-58.1249265163014
175,-74.56611570706585
176,-125.42529168784569
177,4.031605515241509
178,-59.9536133895039
179,-69.3838794630819
180,-93.0775272454594
181,-68.34218751746295
182,-112.2377413727996
183,-114.03096039711652
184,-12.505830075029948
185,-53.76049351853038
186,-43.0248181283084
187,-73.90003135779027
188,-25.355529772671474
189,-90.98543503693975
190,-69.61414161093026
191,-142.52224687400633
192,-130.12665315594933
193,-52.24535041575629
194,59.24517100344791
195,-50.47986294306532
196,-63.65017854949218
197,-58.79712231144349
198,-70.22489007243868
199,-53.03727850012061
200,-191.77893321734564
201,-110.79141632506207
202,-59.52268037139946
203,-24.842061065879477
204,-79.21163664837644
205,-22.15917534601344
206,-46.75477526147278
207,-58.572589456588545
208,-77.30221072824959
209,-22.748230809485463
210,-69.58732310409829
211,-48.00489088339383
212,-17.58145522484442
213,-79.26635217856555
214,4.915236329544939
215,-252.88819570842475
216,-31.412763035845714
217,-180.40433889393842
218,-11.253853107626611
219,-121.02632849021062
220,-28.069579809654627
221,-68.7373490041014
222,-66.93024026750535
223,-48.503142682449734
224,-66.37505397787872
225,-6.821435596587179
226,7.087126093009402
227,2.665890550396057
228,-38.20736705806248
229,-63.76563337093183
230,-53.81842062656676
231,-102.43098732862121
232,-24.2127778069584
233,-44.91011516637816
234,-55.379358044990596
235,-37.887985309358854
236,-39.60480791228278
237,-77.70801362059768
238,52.67477569541174
239,-4.455352039282133
240,-14.39555386864187
241,-57.380640066521096
242,-55.204125668750834
243,-32.23982363286984
244,-39.36740243409514
245,-42.6604526795204
246,-40.00656456092223
247,-19.73121145137202
248,-28.931321568827585
249,-61.171477171595555
250,-11.171545987843857
251,-40.823242543570515
252,20.469941847248734
253,-75.60336613322863
254,-47.9113573414563
255,-63.714923098988734
256,-24.069700707960024
257,-62.328959853654595
258,-31.714424935301594
259,3.6645063231322013
260,-121.00231714292313
261,-107.19566663994512
262,-27.753406893001582
263,-33.31447162292753
264,-85.40388137079609
265,-58.237833663773
266,-17.053481573618384
267,12.020686007131715
268,-118.26430586123044
269,-32.41549353276062
270,-176.09227037649134
271,-19.236969281107125
272,15.595982210096551
273,-85.93233999463027
274,-57.18147848458497
275,-17.80600816623908
276,-71.35384907968466
277,-137.81734889988164
278,-8.378050594854983
279,21.886518765564446
280,7.129984545086537
281,-139.1558689993998
282,-60.652286650079404
283,-16.791059566517248
284,-79.26741171759348
285,46.42864593762725
286,34.14628096373138
287,37.70518042067371
288,-50.00647758550327
289,6.361344205048525
290,-87.08495371146819
291,25.089721526442418
292,-35.476152067998285
293,-43.57846822478012
294,-65.64156280470348
295,-5.163834210630542
296,-141.66597812177068
297,-47.15062719112622
298,-81.25470162874285
299,-79.73161968510951
300,-48.49247169904095
301,67.41443720958344
302,-183.7574701014528
303,59.205978581188376
304,5.043591064707423
305,13.781298719341091
306,-29.53738083875109
307,33.18793153954682
308,88.34041228509547
309,-17.141915036283223
310,-164.47323174859665
311,-52.2101528554617
312,8.28766713035661
313,-55.76930099885007
314,-177.57153879268142
315,-221.42619538882826
316,104.57087573499398
317,46.31095910003549
318,51.828220400412874
319,-66.227377135404
320,-170.94345715278678
321,18.02010337724589
322,-74.8736030819346
323,111.4594210917075
324,-70.10736788018971
325,-62.03996410711495
326,57.563403622121754
327,90.60444467497466
328,-5.688422425977535
329,135.49171633761932
330,131.095028973802
331,69.32785023800008
332,2.189613531016986
333,113.13666864674093
334,-87.93251653197686
335,117.62609985808464
336,100.09831368545643
337,45.223039377567964
338,51.934492100666404
339,108.7869184905028
340,-73.97293573145961
341,90.23968786947724
342,-44.38931572221257
343,-106.99761954729537
344,33.21979629750611
345,37.31393200044023
