Episode,Reward
0,-59.67380871701705
1,-184.264470243511
2,-76.32643516815325
3,-98.63474694218093
4,-139.1585987749773
5,-87.22010504801986
6,-445.5016077670707
7,-384.35617433873307
8,-108.54509199257707
9,-165.22111881839825
10,-113.43722114769164
11,-87.4489243206496
12,-156.27815151866514
13,-168.3801324078771
14,-203.8208589271308
15,-215.2826056531518
16,-82.04476604760575
17,27.595084571435947
18,-323.1727809551128
19,-77.88110519224594
20,-62.30014684910077
21,-270.43697889471116
22,-2.224380691356089
23,-135.0431773440233
24,-243.81530837172537
25,90.23647991489278
26,-457.6179166112622
27,-84.58099384163712
28,-99.64069897612664
29,-222.98957799705843
30,-76.64529597617039
31,-464.2281324933161
32,-97.74343098623415
33,-216.3790352670325
34,-123.8321679026013
35,-76.08668581804281
36,-132.38649180296326
37,-100.34567003272556
38,-316.9369754662698
39,-144.8923573051675
40,-474.1610021957051
41,-310.9952497594104
42,-174.92583221620418
43,-65.58671508034888
44,-134.9895852424077
45,-92.7994459068056
46,-156.28779749106945
47,-185.07139373313146
48,-330.67584457812245
49,-430.95258871847693
50,-243.96538441216669
51,-395.80298939825735
52,-148.77062402051195
53,-122.39110482906584
54,-330.63803737385825
55,-234.8981994410232
56,-280.1847040377377
57,-26.030637434041097
58,-125.80017652627518
59,-120.92972195170009
60,-217.63249652197092
61,-76.4204839893874
62,-17.61031464757565
63,-522.0268502691822
64,-198.47641396526117
65,-284.04911243777815
66,-154.48273023844428
67,-102.74381010750487
68,-276.7216220146811
69,-38.81631491982492
70,-187.1741414365029
71,-110.02057828218742
72,-107.26283610558596
73,-173.68704480519392
74,-68.8187428505453
75,-252.4235366446574
76,-203.01623104993772
77,-149.62674902904197
78,-140.08576059656966
79,-115.85181722526383
80,-382.83143106282455
81,-147.3993940977739
82,-234.58918964884046
83,-121.9525937013842
84,-57.30392918090514
85,-90.12386256150873
86,-186.8999324751124
87,-59.699681899326514
88,-130.48292914537626
89,-223.8942430624819
90,-248.28656177407157
91,22.720927829361955
92,-59.07894042842594
93,-99.15493245008885
94,-81.87941920898572
95,-352.12723415358187
96,-63.12525939317065
97,-236.43602024521175
98,-251.30673239490204
99,-76.06203097945601
100,-214.562864934497
101,-204.50951281911466
102,-224.65793175193164
103,-261.1671301932414
104,-142.99816355630625
105,-188.5042684713119
106,-0.5346924902444101
107,-115.08722656056214
108,-86.37868573359624
109,-118.07354301085567
110,-8.925871142992023
111,-120.72667389723375
112,-46.305383624055594
113,-247.11496556951002
114,-200.48858123040822
115,-160.06535493803756
116,-57.093995557487645
117,-140.71356124420515
118,-48.21476019877743
119,-21.98242515876568
120,-330.13264978827556
121,-279.14531437827065
122,-213.0173008298872
123,-99.93535379872034
124,-216.7012864480623
125,-74.78286445180427
126,-29.026596545706056
127,-126.22693987800461
128,-192.6809740009329
129,-69.53354104067758
130,-200.79328658339216
131,-216.06566478242527
132,-206.28158293627314
133,-240.68635332022268
134,-107.64574148409167
135,-325.8481407199168
136,-67.22790091330205
137,-152.31113394706472
138,-34.13223113884317
139,-66.99532098566682
140,-104.40519589457875
141,-243.8061350543058
142,-85.22668461408126
143,-110.01104541444401
144,-63.532832799465844
145,-57.39989730043467
146,-224.97278574762817
147,-119.5303513054682
148,-83.58105494605094
149,-39.1258951412555
150,-101.77498113834199
151,-93.672230105746
152,-55.8163519018706
153,-45.03187396123728
154,-81.65145671724812
155,-145.28558245406492
156,-152.67788563610253
157,-114.52389648998872
158,-85.62303444448636
159,-193.73971781424962
160,-45.516277010379596
161,-210.71895573774935
162,-33.0030293538438
163,-107.6668588936887
164,-86.35565308053702
165,-117.44402592926046
166,29.34951950370794
167,-164.55330208512004
168,-140.4062026844282
169,-104.6874465447337
170,-136.41830939940263
171,-41.20833080412034
172,-61.91337560420027
173,-50.41629788767321
174,-100.0311267496135
175,-71.25789147592536
176,-29.31688301875046
177,-45.94540093625624
178,-100.04829779120755
179,-94.60042327573036
180,-58.061884478526444
181,-60.18524862965442
182,-7.937817761535555
183,-40.07089370772802
184,-124.48477492332054
185,-39.20950997387037
186,-78.23580293925392
187,-59.1986164095987
188,13.234637213503703
189,-66.12803037713535
190,-84.89753194527515
191,-8.005950764217388
192,-183.58333274873155
193,-76.63714134315939
194,-46.15915091556225
195,-56.98925788405569
196,-119.64915536627667
197,-86.36254223550438
198,-71.7439525284793
199,-70.94140373456037
200,-79.60094346032163
201,-110.70793265973595
202,-35.51542432303317
203,-86.70834477037958
204,-251.85707473911714
205,4.566754112471344
206,-82.9288764171034
207,-75.90689265084757
208,-72.54573742509793
209,-40.00575129693188
210,20.861581151872187
211,-6.820198056982932
212,-87.60858706192533
213,-200.2464459992223
214,-21.03128734187618
215,-41.96593614431157
216,-90.05619405846983
217,-1.52319952324261
218,7.295636485860172
219,-190.73493586468095
220,15.976814420141167
221,-12.66685451593301
222,2.731570179143489
223,-76.56551001251816
224,-40.83230717227198
225,-16.058077096640062
226,-72.86859165456438
227,-135.45926256444307
228,-41.722411741871696
229,-96.89242690215298
